4500 2
-1.16718 1
1.76784 -1
-0.53449 1
-0.411853 1
-0.157421 1
-0.620147 1
-1.98242 1
-1.89898 1
-1.04795 1
0.102895 -1
0.0184544 -1
-0.156052 1
-0.616998 1
0.257968 -1
-0.423513 1
-0.0186948 1
0.0435379 -1
0.16081 -1
0.371541 -1
-0.823082 1
0.642047 -1
-0.650364 1
-0.0616266 1
-0.532481 1
-0.0370173 1
0.41772 -1
-1.10172 1
-1.87867 1
0.168496 -1
0.385027 -1
0.43925 -1
-1.10538 1
0.515717 -1
-0.160959 1
-0.595632 1
0.857791 -1
-1.0074 1
-1.69688 1
-1.29779 1
-0.74595 1
0.464542 -1
-0.590637 1
-0.742246 1
-0.26313 1
-0.649837 1
-0.919535 1
0.142625 -1
-0.811518 1
-0.537833 1
0.931184 -1
-1.30128 1
0.16 -1
-0.598709 1
-1.09368 1
-1.55759 1
-1.3521 1
-0.883272 1
-0.999998 1
-0.773595 1
-1 1
-0.535233 1
-0.691565 1
-0.0768422 1
0.618727 -1
-0.944523 1
-0.854248 1
-1.02559 1
-0.429413 1
-0.945449 1
-0.236819 1
-1.5397 1
-0.439617 1
-0.831451 1
-0.967841 1
0.271771 -1
0.379288 -1
-0.842588 1
-0.147388 1
-0.704914 1
-1.22074 1
-0.737569 1
0.169737 -1
-1.09702 1
-0.000446471 1
-1.47915 1
-0.635357 1
-0.560522 1
-1.24981 1
-1.43409 1
-1.07966 1
-1.34567 1
0.691554 -1
-1.02628 1
0.344886 -1
-1.10129 1
-0.924425 1
-0.860762 1
-0.692127 1
-0.471001 1
-1.7827 1
-0.968741 1
-1.24915 1
-1.64022 1
-0.155404 1
-1 1
-0.983147 1
-0.414675 1
-1.27613 1
-1.60514 1
-0.769105 1
-1.37279 1
-0.577463 1
-1.20948 1
-0.958653 1
-0.0851044 1
-1.18906 1
-0.242652 1
-1.10414 1
-1.25895 1
-0.611964 1
-0.46702 1
-0.718916 1
-1.05128 1
-0.31778 1
0.0926321 -1
-0.686806 1
-1.04462 1
-0.732854 1
-0.111819 1
-0.308506 1
-0.356534 1
-0.0636024 1
-0.165881 1
-1 1
-0.57362 1
-0.101024 1
-0.333051 1
-0.557551 1
-0.623073 1
-0.694431 1
-0.42253 1
-0.218529 1
-1.17563 1
-0.159943 1
-0.961576 1
-1.65604 1
-1.09448 1
-0.649254 1
0.255698 -1
-0.999998 1
-0.387368 1
-0.0442719 1
-0.976237 1
-0.677188 1
-1.08921 1
-0.957004 1
0.69639 -1
-1.12135 1
-0.736416 1
-1.16075 1
0.555925 -1
-0.683904 1
-0.64546 1
-1.32014 1
-0.690069 1
-0.498323 1
0.940725 -1
-1.02247 1
0.142899 -1
-0.548166 1
-1.58206 1
-1.10648 1
-0.49563 1
-1.48838 1
-1.79493 1
-0.25679 1
-0.876691 1
-0.242638 1
-1.20864 1
-0.928119 1
-0.231999 1
-0.330188 1
-0.953806 1
-1.13336 1
-0.540097 1
-1.08358 1
-0.49163 1
-0.272636 1
0.364501 -1
-0.311411 1
-0.208539 1
-0.686973 1
-1.57915 1
-0.988413 1
-0.221383 1
-1.05129 1
-1.46999 1
-1.05072 1
-0.325426 1
-1.18499 1
-1.07833 1
-0.855501 1
-1.66388 1
0.46418 -1
-0.636885 1
-0.988378 1
0.111157 -1
-1.30332 1
-0.998929 1
-1.27124 1
-0.781835 1
0.062435 -1
0.0633157 -1
-1.30733 1
0.020939 -1
-1 1
-1 1
-1.88471 1
-1.47548 1
-1.28241 1
-1.5427 1
-0.182646 1
-1.97681 1
0.263874 -1
-1.52077 1
0.42438 -1
-1.36508 1
-1.26442 1
0.154319 -1
-0.547652 1
-0.547348 1
-0.0970129 1
-1.22456 1
-0.146252 1
-1.13896 1
-0.546279 1
0.704242 -1
-1.61135 1
-1 1
0.130346 -1
-0.195324 1
-1.8819 1
-0.62307 1
-0.605671 1
0.395692 -1
-0.0849432 1
-0.567132 1
0.057221 -1
-0.722986 1
-0.79285 1
-0.270422 1
-0.992759 1
-2.02181 1
-1.04596 1
-0.419788 1
-1.82525 1
-2.3206 1
-0.360438 1
-1.13266 1
-1.37928 1
-0.554412 1
-0.778008 1
-1.51567 1
-0.469387 1
-0.523705 1
-0.866465 1
-0.554646 1
-0.22969 1
-0.0195028 1
-0.298702 1
-1.24944 1
-0.766956 1
-1.06033 1
-0.835266 1
-0.975146 1
0.0632869 -1
-1.18197 1
-1.71053 1
-1.10221 1
-1.42317 1
-0.863611 1
-1.3663 1
-0.361632 1
-0.30201 1
-1.78607 1
-0.82323 1
-0.819642 1
-0.701637 1
-0.370051 1
-0.995248 1
-0.911093 1
-1.0266 1
-0.196615 1
-1.73559 1
-1.38007 1
-2.03173 1
-0.947941 1
-0.822252 1
-1.08307 1
-1.88158 1
-1 1
-0.50161 1
-0.864822 1
-2.15941 1
-1.70128 1
-0.919691 1
-1.0545 1
-1.05292 1
0.0385354 -1
-0.012802 1
-1.20932 1
-1.14964 1
-1.50345 1
-1.00984 1
-0.907534 1
-0.564414 1
-0.835 1
-0.704981 1
-1.40234 1
-1.3277 1
-1.53616 1
-0.787266 1
-0.962824 1
-1.32184 1
-1.26833 1
-0.863972 1
-0.848135 1
-0.411761 1
0.567503 -1
0.62736 -1
-1.07973 1
-0.934639 1
-0.868592 1
-2.39279 1
0.372927 -1
-0.0411369 1
-0.999997 1
-0.604184 1
-0.867661 1
-0.801061 1
-0.097326 1
0.494976 -1
-1 1
-0.330938 1
-0.106307 1
-0.441811 1
0.458669 -1
0.0929516 -1
-1 1
-0.422097 1
-0.616481 1
-0.41349 1
-1.02501 1
-0.284791 1
-1.27217 1
-0.522391 1
-1 1
-0.604937 1
-0.606319 1
-1 1
-0.86047 1
-0.173947 1
-0.857211 1
0.0170484 -1
-0.999998 1
-0.257401 1
-1.06651 1
-2.11687 1
-0.999999 1
-1.81646 1
-1 1
-1.80285 1
-1.79514 1
-1.41258 1
-1.60471 1
-1.72041 1
-0.625532 1
-2.14649 1
-1.50862 1
-0.573557 1
-0.796921 1
-1.21185 1
0.0604061 -1
-0.803889 1
-0.660367 1
0.537893 -1
-1.10635 1
-0.975919 1
-0.126358 1
-1 1
-0.261334 1
0.0547748 -1
-0.299211 1
-0.515729 1
-1.04786 1
-0.458789 1
-0.292138 1
-1.669 1
-1.49656 1
-1.83166 1
-1.31133 1
-1 1
-1.44165 1
-1.79948 1
-0.860025 1
-1.86584 1
-0.485367 1
-1.52398 1
-1.63306 1
-0.48157 1
-0.800942 1
-1 1
-1 1
-1.30841 1
-0.028953 1
-1.17814 1
-0.218902 1
-0.636078 1
-1.09216 1
-0.0242285 1
-1.27683 1
-0.92517 1
-2.1048 1
-1.36717 1
