4500 2
-0.244069 1
1.51081 -1
0.163852 -1
0.252985 -1
0.480231 -1
0.147249 -1
-0.516159 1
-0.613539 1
-0.0470866 1
0.624024 -1
0.577248 -1
0.323942 -1
0.192257 -1
0.553329 -1
0.26626 -1
0.549141 -1
0.717175 -1
0.736977 -1
0.788161 -1
0.20088 -1
0.844515 -1
0.103645 -1
0.446642 -1
0.337575 -1
0.425218 -1
0.698101 -1
-0.175107 1
-0.548366 1
0.563024 -1
0.67581 -1
0.720433 -1
-0.208267 1
0.920888 -1
0.38863 -1
0.329021 -1
0.921465 -1
-0.105011 1
-0.566759 1
-0.295876 1
0.0940429 -1
0.738081 -1
0.164445 -1
0.0430119 -1
0.28773 -1
0.10032 -1
0.0159726 -1
0.635924 -1
-0.0368402 1
0.291647 -1
0.982435 -1
-0.165969 1
0.533615 -1
0.169492 -1
-0.263461 1
-0.432509 1
-0.209657 1
-0.135578 1
-0.0863561 1
0.0179106 -1
-0.229947 1
0.0699507 -1
0.0599813 -1
0.381006 -1
0.766047 -1
-0.131794 1
0.089257 -1
-0.0818354 1
0.376879 -1
-0.0755253 1
0.386017 -1
-0.503622 1
0.25273 -1
-0.055691 1
-0.113228 1
0.743422 -1
0.701076 -1
0.130554 -1
0.381308 -1
0.189189 -1
-0.208645 1
-0.0423781 1
0.512879 -1
-0.149375 1
0.426756 -1
-0.403416 1
0.0553727 -1
0.17421 -1
-0.262482 1
-0.384559 1
-0.221243 1
-0.36607 1
0.826451 -1
-0.157485 1
0.597378 -1
-0.212102 1
0.0430482 -1
-0.119448 1
0.186669 -1
0.204645 -1
-0.567698 1
-0.0782663 1
-0.344515 1
-0.4898 1
0.323025 -1
-0.0336479 1
-0.156112 1
0.22663 -1
-0.193771 1
-0.486113 1
0.0969407 -1
-0.318171 1
0.127844 -1
-0.325168 1
-0.105971 1
0.585918 -1
-0.306574 1
0.335284 -1
-0.168589 1
-0.152772 1
0.125492 -1
0.22419 -1
0.0635212 -1
-0.216053 1
0.283565 -1
0.499348 -1
0.0919904 -1
-0.175832 1
0.0722714 -1
0.454745 -1
0.323278 -1
0.395436 -1
0.574788 -1
0.322847 -1
-0.188171 1
0.0637325 -1
0.354709 -1
0.245477 -1
0.335479 -1
0.0150274 -1
0.270902 -1
0.410368 -1
0.343301 -1
-0.229253 1
0.317474 -1
-0.11522 1
-0.479582 1
-0.0681021 1
0.0764652 -1
0.582989 -1
-0.105633 1
0.211717 -1
0.45137 -1
-0.0537571 1
0.132623 -1
-0.161294 1
0.00335 -1
0.814384 -1
-0.187286 1
0.0640698 -1
-0.199868 1
0.675248 -1
0.0337764 -1
0.102929 -1
-0.272482 1
0.184036 -1
0.259155 -1
0.936457 -1
-0.134997 1
0.47006 -1
0.178896 -1
-0.52102 1
-0.135328 1
0.280844 -1
-0.375669 1
-0.432305 1
0.336733 -1
0.0611938 -1
0.365266 -1
-0.192909 1
-0.0571612 1
0.326796 -1
0.270263 -1
-0.145452 1
-0.173958 1
0.187539 -1
-0.0846998 1
0.197425 -1
0.303825 -1
0.705072 -1
0.311862 -1
0.399424 -1
0.107252 -1
-0.429164 1
-0.078098 1
0.376223 -1
-0.230486 1
-0.324825 1
-0.172959 1
0.197733 -1
-0.164397 1
-0.0698478 1
-0.0305971 1
-0.465351 1
0.752947 -1
0.0667178 -1
-0.0677054 1
0.63902 -1
-0.380167 1
-0.0711429 1
-0.253838 1
-0.10297 1
0.671976 -1
0.421697 -1
-0.399669 1
0.435278 -1
-0.110539 1
-0.0685987 1
-0.603433 1
-0.443936 1
-0.353848 1
-0.565926 1
0.197162 -1
-0.734785 1
0.645644 -1
-0.469497 1
0.769711 -1
-0.331696 1
-0.22769 1
0.568607 -1
0.189697 -1
0.190145 -1
0.421798 -1
-0.384589 1
0.364016 -1
-0.194051 1
0.190819 -1
0.905348 -1
-0.511354 1
-0.098908 1
0.564006 -1
0.410697 -1
-0.560466 1
0.168622 -1
0.0309511 -1
0.690898 -1
0.332689 -1
0.273661 -1
0.530779 -1
0.0740049 -1
0.0265359 -1
